Subsystem 3	FAME000001_good_out_R1.fastq	FAME000002_good_out_R1.fastq	FAME000003_good_out_R1.fastq	FAME000004_good_out_R1.fastq	FAME000005_good_out_R1.fastq	FAME000006_good_out_R1.fastq	FAME000007_good_out_R1.fastq	FAME000008_good_out_R1.fastq	FAME000009_good_out_R1.fastq	FAME000010_good_out_R1.fastq	FAME000011_good_out_R1.fastq	FAME000012_good_out_R1.fastq	FAME000013_good_out_R1.fastq	FAME000014_good_out_R1.fastq	FAME000015_good_out_R1.fastq	FAME000016_good_out_R1.fastq	FAME000017_good_out_R1.fastq	FAME000018_good_out_R1.fastq	FAME000019_good_out_R1.fastq	FAME000020_good_out_R1.fastq	FAME000022_good_out_R1.fastq	FAME000023_good_out_R1.fastq
Benzoate transport and degradation cluster	726.0	939.0	1137.0	1003.0	1588.0	1693.0	976.0	1035.0	1052.0	1597.0	1514.0	52.0	2076.0	2004.0	1177.0	1244.0	1038.0	1420.0	698.0	941.0	1237.0	784.0
Beta-Glucoside Metabolism	50679.0	25368.0	53536.0	30800.0	81433.0	35040.0	34593.0	53519.0	32775.0	64594.0	26689.0	24431.0	65220.0	80007.0	53467.0	62123.0	38899.0	68352.0	62156.0	61658.0	53741.0	22790.0
Beta-lactamase	4664.0	2538.0	6213.0	3127.0	8612.0	7489.0	4068.0	6189.0	3145.0	8135.0	4136.0	2019.0	8476.0	8993.0	3140.0	7661.0	2576.0	8408.0	7952.0	6857.0	7011.0	1860.0
Beta-lactamase cluster in Streptococcus	2333.0	17.0	213.0	13.0	2149.0	12.0	423.0	1487.0	41.0	1791.0	10.0	5.0	2176.0	2177.0	28.0	704.0	46.0	795.0	0.0	1213.0	1320.0	8.0
Biflavanoid biosynthesis	37.0	0.0	12.0	2.0	46.0	0.0	51.0	39.0	0.0	63.0	0.0	112.0	55.0	61.0	2.0	76.0	2.0	97.0	0.0	62.0	100.0	0.0
Biofilm Adhesin Biosynthesis	5116.0	36.0	9634.0	3791.0	10484.0	9043.0	4825.0	7681.0	3796.0	9697.0	7532.0	20.0	8868.0	10527.0	4303.0	9733.0	3874.0	9339.0	21.0	8189.0	7481.0	2414.0
Biofilm formation in Staphylococcus	12.0	1.0	0.0	1.0	8.0	299.0	1.0	2.0	1.0	3.0	0.0	0.0	3.0	0.0	1.0	2.0	9.0	1.0	2.0	2.0	1.0	2.0
Biogenesis of c-type cytochromes	21985.0	7403.0	29121.0	10442.0	38729.0	14680.0	14377.0	27559.0	10359.0	34609.0	9420.0	10291.0	35733.0	38924.0	12030.0	34778.0	11071.0	37757.0	17221.0	33886.0	30311.0	6764.0
Biogenesis of cbb3-type cytochrome c oxidases	2660.0	4.0	125.0	6.0	1780.0	12.0	1076.0	2504.0	7.0	3427.0	6.0	3.0	4937.0	3498.0	14.0	4523.0	14.0	5174.0	15.0	4756.0	4536.0	8.0
Biogenesis of cytochrome c oxidases	3860.0	1448.0	4508.0	2952.0	6384.0	4048.0	3277.0	5102.0	2932.0	6794.0	2809.0	932.0	7874.0	7679.0	3461.0	6975.0	3133.0	7850.0	4206.0	6581.0	6486.0	1827.0
Biotin biosynthesis	17934.0	6187.0	21644.0	9527.0	31184.0	23043.0	13144.0	22840.0	9942.0	28579.0	10499.0	7209.0	30797.0	32013.0	12549.0	27084.0	10271.0	29939.0	13241.0	25735.0	24581.0	6391.0
Biotin synthesis & utilization	27804.0	9241.0	30854.0	15926.0	44981.0	32733.0	19929.0	33802.0	16067.0	42244.0	14286.0	20365.0	47837.0	49297.0	18721.0	42334.0	16681.0	47111.0	25879.0	40727.0	38847.0	10057.0
Biphenyl Degradation	2861.0	1128.0	3855.0	1802.0	4940.0	2690.0	2412.0	3637.0	1935.0	4661.0	2614.0	1116.0	4852.0	5134.0	1986.0	4983.0	2233.0	5199.0	2157.0	4731.0	4001.0	1505.0
BlaR1 Family Regulatory Sensor-transducer Disambiguation	8986.0	2552.0	8414.0	2537.0	14136.0	6163.0	7507.0	9240.0	2534.0	11632.0	4075.0	1186.0	12488.0	13961.0	4648.0	12008.0	4299.0	13164.0	15732.0	11837.0	10541.0	5601.0
Branched chain amino acid degradation regulons	34.0	0.0	6.0	0.0	38.0	12.0	20.0	40.0	0.0	109.0	1.0	1.0	198.0	83.0	1.0	25.0	1.0	32.0	0.0	25.0	75.0	0.0
Branched-Chain Amino Acid Biosynthesis	38719.0	21784.0	45348.0	32300.0	65682.0	43410.0	32813.0	48646.0	33612.0	59891.0	29999.0	19050.0	63439.0	72221.0	36702.0	60185.0	35296.0	66343.0	44121.0	57462.0	53211.0	25223.0
Broadly distributed proteins not in subsystems	7501.0	3556.0	9257.0	3789.0	12958.0	7772.0	5390.0	9729.0	3931.0	11805.0	5220.0	3558.0	12142.0	13296.0	4389.0	11396.0	4306.0	12486.0	5674.0	11030.0	10035.0	2568.0
Brucella Wbk Region and LPS genes	41.0	11.0	66.0	3.0	70.0	227.0	18.0	61.0	2.0	59.0	2.0	414.0	64.0	71.0	37.0	84.0	2.0	65.0	4.0	38.0	44.0	2.0
Butanol Biosynthesis	17332.0	9309.0	25548.0	16182.0	33429.0	21768.0	16916.0	23745.0	16606.0	29491.0	9793.0	4827.0	30961.0	34527.0	11346.0	31586.0	17549.0	34433.0	20085.0	28229.0	26924.0	10755.0
C jejuni colonization of chick caeca	54.0	51.0	40.0	1.0	70.0	122.0	30.0	90.0	0.0	106.0	39.0	0.0	135.0	98.0	67.0	86.0	0.0	119.0	48.0	103.0	95.0	36.0
CBSS-100226.1.peg.2266	44.0	3.0	4.0	0.0	44.0	43.0	27.0	53.0	1.0	113.0	2.0	19.0	200.0	98.0	2.0	50.0	4.0	88.0	2.0	71.0	120.0	1.0
CBSS-176299.3.peg.235	28.0	3.0	57.0	0.0	53.0	0.0	4.0	25.0	1.0	28.0	0.0	0.0	21.0	42.0	3.0	29.0	0.0	30.0	0.0	33.0	15.0	1.0
CBSS-176299.4.peg.1292	13546.0	6481.0	16281.0	9839.0	22198.0	14111.0	10887.0	17105.0	10005.0	20865.0	9839.0	6317.0	21971.0	24678.0	11661.0	20536.0	11094.0	22768.0	14587.0	19662.0	18969.0	6697.0
CBSS-1806.1.peg.1285	1.0	0.0	2.0	3.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	1.0	5.0	0.0	1.0	2.0	0.0	6.0
CBSS-188.1.peg.9880	83.0	57.0	81.0	63.0	124.0	54.0	64.0	86.0	56.0	122.0	41.0	30.0	140.0	150.0	68.0	142.0	77.0	176.0	0.0	133.0	114.0	49.0
CBSS-194948.1.peg.143	1026.0	63.0	1838.0	113.0	2101.0	2227.0	579.0	1356.0	111.0	1612.0	398.0	452.0	1424.0	1760.0	396.0	1643.0	408.0	1721.0	2.0	1698.0	1309.0	79.0
CBSS-196164.1.peg.1690	4086.0	702.0	5986.0	692.0	7267.0	1456.0	2141.0	5265.0	710.0	6511.0	759.0	790.0	6502.0	7334.0	863.0	6270.0	788.0	7036.0	1245.0	6022.0	6039.0	822.0
CBSS-196164.1.peg.461	2557.0	1870.0	3504.0	2176.0	4422.0	5515.0	2430.0	3614.0	2419.0	4273.0	1974.0	1409.0	4834.0	5273.0	2499.0	4905.0	2321.0	5061.0	2950.0	4196.0	3845.0	2464.0
CBSS-196620.1.peg.2477	1.0	0.0	0.0	1.0	9.0	8.0	0.0	2.0	0.0	1.0	0.0	9.0	0.0	1.0	0.0	0.0	9.0	0.0	0.0	1.0	0.0	0.0
CBSS-198094.1.peg.4426	27.0	3.0	3.0	1.0	25.0	2155.0	7.0	12.0	3.0	27.0	2.0	1.0	32.0	17.0	2.0	14.0	10.0	7.0	1.0	10.0	11.0	0.0
CBSS-203122.12.peg.188	5169.0	1794.0	4879.0	2001.0	7806.0	4361.0	4395.0	7471.0	2166.0	8818.0	2429.0	1680.0	9894.0	9938.0	3679.0	8635.0	2177.0	9632.0	3285.0	8323.0	8537.0	2804.0
CBSS-205914.5.peg.1403	756.0	1127.0	874.0	17.0	1862.0	16.0	509.0	1195.0	7.0	1827.0	10.0	7351.0	1980.0	2155.0	5.0	1340.0	8.0	1818.0	3.0	1350.0	1254.0	2.0
CBSS-205922.3.peg.1809	928.0	592.0	1081.0	612.0	2074.0	1943.0	757.0	1239.0	636.0	1932.0	1471.0	1437.0	2131.0	1855.0	620.0	1179.0	766.0	1361.0	801.0	978.0	1328.0	507.0
CBSS-208964.1.peg.1012	22.0	2.0	17.0	97.0	74.0	1.0	117.0	30.0	111.0	174.0	1.0	0.0	331.0	170.0	111.0	45.0	105.0	63.0	0.0	46.0	91.0	132.0
CBSS-211586.1.peg.2357	3441.0	2549.0	4996.0	2787.0	6126.0	3295.0	3208.0	4474.0	2943.0	5445.0	3880.0	2376.0	5102.0	5911.0	3375.0	6019.0	3260.0	6412.0	3728.0	5382.0	4711.0	2002.0
CBSS-211586.1.peg.3133	7649.0	3983.0	11170.0	6835.0	13732.0	6857.0	7294.0	10080.0	6706.0	12490.0	5825.0	2828.0	12539.0	14620.0	8049.0	14312.0	7577.0	15182.0	7849.0	13176.0	11408.0	4687.0
CBSS-216592.1.peg.3534	3050.0	926.0	5298.0	1223.0	5875.0	1333.0	1807.0	3754.0	1395.0	4536.0	1174.0	236.0	3874.0	4778.0	1361.0	5289.0	1324.0	5202.0	1702.0	4516.0	4525.0	764.0
CBSS-216592.1.peg.3937	25330.0	17201.0	43256.0	26666.0	55123.0	29332.0	27058.0	36289.0	29301.0	44004.0	23200.0	12657.0	41618.0	53894.0	30613.0	46018.0	29798.0	48948.0	53914.0	41306.0	35847.0	19508.0
CBSS-222523.1.peg.1311	2424.0	7.0	298.0	5.0	2066.0	1891.0	324.0	1066.0	9.0	1332.0	9.0	7.0	1645.0	1832.0	1.0	320.0	11.0	532.0	4.0	1110.0	945.0	4.0
CBSS-232721.5.peg.360	121.0	2.0	100.0	1.0	247.0	7.0	91.0	175.0	1.0	339.0	0.0	1.0	415.0	312.0	1.0	276.0	2.0	297.0	0.0	239.0	236.0	0.0
CBSS-243265.1.peg.198	5147.0	2476.0	5550.0	3734.0	7930.0	5150.0	4002.0	6093.0	3843.0	7482.0	3884.0	2363.0	8074.0	9124.0	4211.0	7633.0	3966.0	8387.0	5400.0	7367.0	6856.0	2377.0
CBSS-246196.1.peg.364	8505.0	3171.0	9237.0	4483.0	14862.0	10790.0	6158.0	10772.0	4452.0	13941.0	5261.0	1696.0	15116.0	15125.0	6264.0	11685.0	4794.0	13766.0	5737.0	11057.0	11657.0	3027.0
CBSS-257314.1.peg.488	3839.0	889.0	3943.0	1949.0	5893.0	2301.0	2477.0	4438.0	1939.0	5287.0	1466.0	1924.0	5465.0	6200.0	2397.0	4978.0	2277.0	5677.0	3315.0	5041.0	4812.0	1414.0
CBSS-257314.1.peg.676	1154.0	2.0	107.0	6.0	1067.0	3178.0	199.0	644.0	2.0	775.0	5.0	5.0	994.0	937.0	5.0	289.0	18.0	313.0	26.0	536.0	580.0	5.0
CBSS-258594.1.peg.3339	3697.0	1967.0	4483.0	5461.0	6349.0	3614.0	4511.0	4029.0	5813.0	4931.0	2705.0	3189.0	4991.0	6280.0	6280.0	4344.0	5861.0	4674.0	2834.0	4129.0	3877.0	4266.0
CBSS-261594.1.peg.788	835.0	3.0	73.0	5.0	679.0	1393.0	117.0	417.0	3.0	528.0	3.0	2.0	627.0	661.0	9.0	159.0	5.0	188.0	4.0	395.0	369.0	2.0
CBSS-262316.1.peg.2929	60.0	1.0	8.0	2.0	50.0	4.0	12.0	25.0	1.0	39.0	3.0	7.0	47.0	45.0	5.0	10.0	3.0	15.0	2.0	24.0	22.0	3.0
CBSS-262719.3.peg.410	1928.0	12.0	270.0	9.0	1691.0	3744.0	284.0	867.0	11.0	1086.0	10.0	8.0	1310.0	1500.0	6.0	296.0	22.0	416.0	8.0	784.0	726.0	10.0
CBSS-265072.7.peg.546	549.0	270.0	842.0	448.0	980.0	626.0	568.0	699.0	448.0	1167.0	593.0	360.0	1487.0	1199.0	855.0	1019.0	470.0	1157.0	600.0	881.0	975.0	298.0
CBSS-269482.1.peg.1294	2513.0	2389.0	2684.0	1927.0	4177.0	4089.0	2048.0	3215.0	1959.0	4061.0	2267.0	2157.0	4630.0	4904.0	2163.0	3669.0	1946.0	4038.0	4453.0	3599.0	3440.0	1866.0
CBSS-269799.3.peg.2220	19.0	5.0	5.0	3.0	8.0	3.0	7.0	6.0	3.0	11.0	1.0	2.0	10.0	7.0	4.0	6.0	1.0	6.0	4.0	1.0	11.0	1.0
CBSS-269801.1.peg.2186	1656.0	607.0	2413.0	634.0	3383.0	2313.0	1198.0	2630.0	700.0	3278.0	1978.0	1343.0	3370.0	3625.0	708.0	3440.0	680.0	3795.0	240.0	3069.0	2988.0	471.0
CBSS-279010.5.peg.3195	2450.0	8.0	390.0	6.0	2416.0	824.0	383.0	1267.0	11.0	1595.0	8.0	2.0	1929.0	2195.0	3.0	471.0	17.0	611.0	3.0	1120.0	1080.0	3.0
CBSS-280355.3.peg.2835	125.0	2.0	24.0	2.0	106.0	552.0	18.0	45.0	2.0	65.0	0.0	1.0	76.0	102.0	0.0	16.0	1.0	25.0	1.0	54.0	52.0	0.0
CBSS-281090.3.peg.464	8194.0	2272.0	8947.0	4843.0	12851.0	6076.0	5832.0	9763.0	4852.0	11967.0	3828.0	3100.0	12454.0	13633.0	5831.0	11295.0	5324.0	12701.0	7519.0	11268.0	10526.0	3271.0
CBSS-288000.5.peg.1793	1.0	0.0	1.0	0.0	7.0	0.0	6.0	2.0	0.0	15.0	0.0	66.0	29.0	6.0	0.0	3.0	1.0	2.0	1.0	7.0	12.0	0.0
CBSS-292415.3.peg.2341	1654.0	2408.0	1840.0	1739.0	3783.0	2023.0	1930.0	2316.0	1908.0	3236.0	3778.0	2761.0	3166.0	3618.0	2718.0	2225.0	2024.0	2932.0	45.0	1830.0	2519.0	1224.0
CBSS-314267.3.peg.390	70.0	6.0	48.0	3.0	208.0	4.0	92.0	52.0	7.0	413.0	4.0	10.0	816.0	385.0	8.0	181.0	4.0	216.0	6.0	89.0	292.0	1.0
CBSS-316057.3.peg.1308	3080.0	2028.0	4823.0	2658.0	6034.0	4918.0	2944.0	4416.0	2578.0	6035.0	3062.0	2282.0	6751.0	6755.0	2745.0	5603.0	2815.0	6250.0	3947.0	5136.0	5076.0	1714.0
CBSS-316057.3.peg.563	4324.0	1813.0	3589.0	2953.0	5990.0	3781.0	3640.0	5322.0	3220.0	6694.0	2402.0	2449.0	7811.0	7794.0	3091.0	7534.0	3166.0	8579.0	4621.0	7244.0	7086.0	1955.0
CBSS-316057.3.peg.659	2151.0	876.0	3378.0	1539.0	3931.0	1601.0	1820.0	2906.0	5499.0	3620.0	1309.0	968.0	3419.0	4006.0	1744.0	3650.0	1512.0	4177.0	2238.0	3330.0	3224.0	902.0
CBSS-316275.9.peg.382	1457.0	1280.0	2104.0	1304.0	2570.0	1467.0	1367.0	1979.0	1432.0	2345.0	1243.0	938.0	2320.0	2829.0	1349.0	2690.0	1380.0	2792.0	1708.0	2546.0	2149.0	1363.0
CBSS-316407.3.peg.1371	1926.0	1101.0	3626.0	2869.0	4057.0	1227.0	1172.0	2871.0	741.0	3475.0	1161.0	189.0	3639.0	4090.0	863.0	3577.0	3339.0	3560.0	1116.0	3315.0	2938.0	720.0
CBSS-318161.14.peg.2599	2189.0	701.0	3666.0	1454.0	4346.0	1760.0	1924.0	3279.0	1797.0	4066.0	1426.0	501.0	4117.0	4826.0	2090.0	4337.0	1793.0	4661.0	1915.0	3997.0	3593.0	1099.0
CBSS-320372.3.peg.6046	5893.0	3324.0	8314.0	4457.0	10364.0	5320.0	5196.0	8174.0	4924.0	9925.0	4405.0	4459.0	10251.0	11913.0	7623.0	11188.0	5043.0	11947.0	8136.0	10365.0	9074.0	3152.0
CBSS-320388.3.peg.3759	932.0	572.0	970.0	1031.0	1500.0	2156.0	964.0	1026.0	1118.0	1300.0	709.0	64.0	1396.0	1601.0	1189.0	1258.0	1017.0	1460.0	937.0	1305.0	1196.0	852.0
CBSS-323098.3.peg.2823	1310.0	373.0	1959.0	757.0	2056.0	950.0	1130.0	1807.0	818.0	2074.0	1109.0	371.0	2294.0	2639.0	873.0	3248.0	862.0	3289.0	353.0	3071.0	2336.0	520.0
CBSS-323850.3.peg.3142	2001.0	110.0	318.0	182.0	1559.0	211.0	877.0	2138.0	183.0	2344.0	116.0	54.0	2997.0	2586.0	323.0	3879.0	226.0	4228.0	222.0	4018.0	3393.0	133.0
CBSS-323850.3.peg.3269	6374.0	3503.0	10101.0	6327.0	12636.0	6617.0	6450.0	8608.0	6636.0	11097.0	5307.0	3752.0	11335.0	13177.0	7309.0	12588.0	6735.0	13306.0	6915.0	11706.0	10138.0	4173.0
CBSS-323850.3.peg.3284	3821.0	135.0	4259.0	3275.0	3972.0	224.0	3689.0	4522.0	3287.0	5351.0	210.0	779.0	6587.0	6496.0	3870.0	8512.0	3695.0	8367.0	112.0	8091.0	6865.0	2279.0
CBSS-326442.4.peg.1852	18850.0	11247.0	24098.0	14865.0	32643.0	20402.0	16332.0	23472.0	15517.0	28932.0	13597.0	8781.0	29285.0	33681.0	16779.0	31145.0	15675.0	33883.0	21836.0	28498.0	25347.0	11507.0
CBSS-342610.3.peg.1536	8840.0	5422.0	9617.0	5621.0	13834.0	7460.0	7208.0	11511.0	6171.0	14108.0	6024.0	4513.0	15183.0	15709.0	6770.0	14854.0	5950.0	16541.0	8600.0	14215.0	13601.0	6299.0
CBSS-342610.3.peg.283	2633.0	999.0	2835.0	1699.0	4150.0	1742.0	1833.0	3053.0	1776.0	3610.0	1093.0	8.0	3920.0	4440.0	1785.0	3549.0	1823.0	4101.0	3145.0	3662.0	3408.0	1198.0
CBSS-344610.3.peg.2335	1235.0	4.0	2456.0	3.0	2625.0	4.0	413.0	1397.0	4.0	1843.0	6.0	7.0	1655.0	1964.0	8.0	1733.0	1.0	1786.0	9.0	1563.0	1410.0	8.0
CBSS-350688.3.peg.1509	171.0	24.0	55.0	23.0	140.0	5805.0	44.0	73.0	21.0	104.0	39.0	18.0	128.0	92.0	36.0	61.0	42.0	76.0	58.0	60.0	91.0	30.0
CBSS-354.1.peg.2917	15941.0	7942.0	21203.0	13701.0	27717.0	15486.0	14702.0	21307.0	14423.0	25457.0	11918.0	10786.0	27124.0	31257.0	15985.0	28682.0	15199.0	31471.0	20274.0	26753.0	24275.0	9303.0
CBSS-376686.6.peg.291	2.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	3.0	0.0	0.0	5.0	2.0	1.0	9.0	0.0	7.0	1.0	3.0	6.0	0.0
CBSS-393121.3.peg.2760	8262.0	378.0	1825.0	483.0	8209.0	9879.0	1957.0	5042.0	536.0	6393.0	622.0	318.0	7317.0	8033.0	607.0	2702.0	582.0	3443.0	644.0	4900.0	4670.0	334.0
CBSS-393130.3.peg.129	9.0	1.0	1.0	1.0	4.0	1007.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0
CBSS-393130.3.peg.794	3559.0	330.0	1212.0	550.0	3648.0	1878.0	985.0	2105.0	616.0	2636.0	530.0	639.0	3177.0	3553.0	590.0	1394.0	671.0	1720.0	865.0	2195.0	2074.0	352.0
CBSS-49338.1.peg.459	2788.0	13.0	2578.0	1448.0	4198.0	952.0	1760.0	3230.0	1468.0	3864.0	13.0	1163.0	4471.0	4748.0	4610.0	5324.0	1484.0	5843.0	1756.0	5538.0	4636.0	868.0
CBSS-498211.3.peg.1514	142.0	1.0	115.0	3.0	203.0	2.0	103.0	290.0	0.0	502.0	1.0	0.0	527.0	472.0	2.0	355.0	1.0	401.0	2.0	444.0	267.0	1.0
CBSS-502800.3.peg.2785	2507.0	136.0	1279.0	640.0	3113.0	329.0	985.0	2429.0	244.0	2989.0	290.0	484.0	2882.0	3064.0	253.0	3192.0	701.0	3608.0	292.0	3055.0	2998.0	147.0
CBSS-52598.3.peg.2843	56.0	6.0	10.0	2.0	38.0	64.0	33.0	64.0	304.0	92.0	0.0	2.0	110.0	90.0	7.0	113.0	1.0	123.0	5.0	103.0	126.0	1.0
CBSS-56780.10.peg.1536	8495.0	3747.0	10318.0	5698.0	13530.0	9806.0	6431.0	9938.0	5736.0	12010.0	6209.0	3816.0	12271.0	13847.0	6526.0	11753.0	6012.0	13071.0	7912.0	10855.0	10289.0	3548.0
CBSS-584.1.peg.841	4222.0	2317.0	6335.0	3817.0	7908.0	4195.0	4191.0	5625.0	3869.0	6754.0	3511.0	3014.0	6508.0	8049.0	4439.0	8131.0	4399.0	8591.0	5503.0	7187.0	6186.0	2672.0
CBSS-83331.1.peg.3039	13813.0	10075.0	19820.0	12135.0	25446.0	16812.0	13249.0	19286.0	12574.0	23422.0	12657.0	9684.0	24401.0	27150.0	13927.0	24470.0	12944.0	26577.0	19363.0	22167.0	20546.0	10574.0
CBSS-84588.1.peg.1247	8566.0	2990.0	10443.0	6430.0	14832.0	9858.0	7045.0	10048.0	6722.0	12676.0	5357.0	3781.0	13054.0	14928.0	7585.0	12339.0	7172.0	13363.0	6943.0	11698.0	10574.0	4169.0
CBSS-89187.3.peg.2957	4301.0	1976.0	5179.0	2809.0	7220.0	4188.0	3154.0	5207.0	2783.0	6416.0	2544.0	2824.0	6894.0	7716.0	3390.0	6251.0	3091.0	6677.0	5623.0	6138.0	5572.0	1953.0
CFE Sulfur Oxidation	46.0	4.0	30.0	1.0	143.0	55.0	64.0	107.0	2.0	193.0	0.0	2.0	521.0	258.0	2.0	66.0	0.0	90.0	2.0	81.0	154.0	0.0
CLO thiaminPP biosynthesis	16835.0	5988.0	18679.0	12791.0	27991.0	9946.0	12972.0	18013.0	13467.0	22545.0	6107.0	1721.0	23678.0	27287.0	13992.0	23476.0	14036.0	25740.0	26982.0	22907.0	20640.0	8984.0
CMP-N-acetylneuraminate Biosynthesis	2855.0	1182.0	2553.0	594.0	4048.0	2531.0	1249.0	3082.0	684.0	3654.0	959.0	928.0	4099.0	4594.0	802.0	3810.0	715.0	4122.0	640.0	4124.0	3391.0	437.0
CO Dehydrogenase	32.0	8.0	19.0	16.0	38.0	26.0	54.0	16.0	21.0	80.0	10.0	5.0	252.0	156.0	30.0	22.0	24.0	40.0	12.0	16.0	73.0	7.0
CO2 uptake, carboxysome	582.0	107.0	442.0	7.0	796.0	240.0	260.0	744.0	7.0	904.0	155.0	254.0	1061.0	997.0	19.0	1090.0	10.0	1141.0	190.0	958.0	912.0	7.0
COG0277	2964.0	1150.0	2899.0	1310.0	4665.0	1811.0	1986.0	3506.0	1327.0	4532.0	1670.0	1977.0	5203.0	5000.0	1296.0	4380.0	1478.0	4934.0	3002.0	4277.0	4156.0	873.0
COG1836	4255.0	1969.0	5510.0	3803.0	6986.0	3479.0	3891.0	5414.0	3895.0	6392.0	2694.0	1322.0	6956.0	7974.0	4628.0	7683.0	4199.0	8185.0	8402.0	7543.0	6385.0	2760.0
COG2016	98.0	1.0	2.0	0.0	67.0	0.0	45.0	91.0	1.0	112.0	0.0	0.0	122.0	133.0	2.0	182.0	0.0	192.0	0.0	182.0	155.0	1.0
COG2363	7811.0	3597.0	10753.0	8119.0	14092.0	7739.0	7287.0	9178.0	8257.0	11291.0	5225.0	2559.0	11909.0	14351.0	9023.0	10945.0	8712.0	11826.0	14800.0	10593.0	9339.0	5202.0
CRISP Cmr Cluster	7.0	1.0	0.0	0.0	5.0	0.0	5.0	9.0	0.0	15.0	0.0	0.0	18.0	15.0	0.0	8.0	0.0	16.0	0.0	7.0	11.0	0.0
CRISPR-associated cluster	12.0	1.0	0.0	0.0	5.0	1.0	0.0	2.0	0.0	5.0	0.0	0.0	9.0	4.0	1.0	14.0	5.0	8.0	1.0	3.0	20.0	0.0
CRISPRs	3281.0	301.0	4349.0	164.0	5151.0	17.0	1437.0	3302.0	1023.0	3861.0	26.0	8.0	3461.0	3712.0	35.0	4472.0	24.0	4355.0	488.0	3933.0	4352.0	11.0
Cadmium resistance	1663.0	9.0	212.0	5.0	1825.0	560.0	246.0	829.0	5.0	1032.0	9.0	6.0	1237.0	1129.0	5.0	296.0	11.0	446.0	6.0	799.0	787.0	3.0
Calvin-Benson cycle	25717.0	12207.0	32124.0	21037.0	44637.0	25075.0	22001.0	30979.0	22011.0	37951.0	18530.0	10176.0	38259.0	44833.0	20989.0	36956.0	22847.0	40914.0	25322.0	34991.0	31918.0	14213.0
Campylobacter Iron Metabolism	14232.0	6008.0	15053.0	8043.0	23797.0	12324.0	10440.0	17681.0	8640.0	22113.0	7995.0	9240.0	23104.0	24707.0	9670.0	21365.0	8726.0	24402.0	10408.0	20271.0	19997.0	5173.0
Capsular Polysaccharide (CPS) of Campylobacter	1085.0	24.0	1956.0	5149.0	1905.0	14.0	3326.0	1345.0	5981.0	1505.0	16.0	2898.0	1495.0	2539.0	6441.0	3387.0	5502.0	2721.0	23.0	3153.0	1932.0	6390.0
Capsular Polysaccharides Biosynthesis and Assembly	11861.0	4305.0	18802.0	19736.0	21625.0	11051.0	16088.0	15476.0	21050.0	17809.0	9155.0	11174.0	17700.0	22278.0	22765.0	22096.0	21158.0	21977.0	14964.0	19879.0	16639.0	18489.0
Capsular heptose biosynthesis	6025.0	4355.0	8895.0	6141.0	11027.0	6796.0	6104.0	8085.0	6391.0	9699.0	5508.0	2915.0	9735.0	11898.0	7218.0	10848.0	6539.0	11004.0	7699.0	10183.0	8561.0	5391.0
Capsular surface virulence antigen loci	2991.0	1421.0	3686.0	527.0	4718.0	2915.0	3302.0	3408.0	15.0	4459.0	899.0	7.0	3809.0	4391.0	633.0	4825.0	619.0	4452.0	15.0	3851.0	3894.0	1132.0
CarD	9785.0	4262.0	10895.0	6281.0	15020.0	9158.0	7357.0	11992.0	6541.0	14362.0	5692.0	6529.0	15642.0	17354.0	6984.0	14851.0	6779.0	16419.0	9241.0	14318.0	13213.0	5178.0
Carbon Starvation	12714.0	8154.0	19780.0	12846.0	24553.0	17017.0	12994.0	17492.0	13943.0	20888.0	10554.0	8748.0	20646.0	25428.0	17129.0	22507.0	13725.0	23465.0	17966.0	20660.0	17275.0	10248.0
Carbon monoxide dehydrogenase maturation factors	12.0	1.0	7.0	1.0	19.0	3.0	24.0	5.0	6.0	33.0	4.0	3.0	97.0	63.0	4.0	5.0	8.0	12.0	4.0	2.0	28.0	2.0
Carbon monoxide induced hydrogenase	44.0	4.0	6.0	0.0	50.0	0.0	27.0	57.0	0.0	70.0	0.0	1.0	117.0	64.0	0.0	74.0	1.0	89.0	1.0	112.0	62.0	2.0
Carnitine Metabolism in Microorganisms	3783.0	24.0	10082.0	16.0	8760.0	12.0	1475.0	5781.0	11.0	6606.0	19.0	15.0	5794.0	8162.0	25.0	8677.0	21.0	8218.0	21.0	8626.0	5539.0	16.0
Carotenoid biosynthesis	179.0	14.0	420.0	2193.0	243.0	458.0	1508.0	153.0	2329.0	264.0	10.0	5.0	397.0	561.0	2708.0	409.0	2394.0	315.0	15.0	301.0	238.0	1428.0
Carotenoids	209.0	22.0	478.0	2219.0	317.0	517.0	1546.0	188.0	2350.0	310.0	20.0	17.0	515.0	648.0	2738.0	504.0	2419.0	378.0	64.0	361.0	293.0	1439.0
Catechol branch of beta-ketoadipate pathway	3214.0	797.0	3367.0	6152.0	5706.0	1575.0	5103.0	3973.0	6336.0	5566.0	28.0	1861.0	6528.0	6212.0	5183.0	4857.0	6722.0	5558.0	1764.0	3926.0	4969.0	2934.0
CbiZ Main	1604.0	847.0	3980.0	1168.0	4090.0	991.0	1329.0	2480.0	1311.0	2670.0	792.0	11.0	2355.0	3454.0	1246.0	3330.0	1205.0	3311.0	1419.0	3049.0	2332.0	929.0
